,target_user,target_user_stance,response_user,response_user_stance
377,312696314,1,905042443124559872,1
378,292083207,1,841657162925391872,1
379,2958350059,-1,16929998,1
380,22129280,1,3235740563,1
381,2319186079,-1,958904740699664386,-1
382,489729616,1,783175801,1
383,820354372827758592,1,892123677130715137,-1
384,22771961,1,4549852397,-1
385,16139649,-1,84335259,1
386,2850251396,1,901571293337841664,1
387,150246405,-1,985474813711003651,0
388,518991950,1,702643367281364992,0
389,47340859,1,898036610,1
390,800086706678419456,-1,,0
391,4761064634,-1,34081563,-1
392,145746533,1,897197394,1
393,574857684,1,53300275,1
394,822215673812119553,-1,39919508,1
395,22771961,1,2974665983,-1
396,398271367,1,,0
397,810178352871047168,1,1955265703,1
398,56413858,-1,16832782,-1
399,7309052,1,245511205,1
400,22771961,1,1031960270,-1
401,3938402536,-1,1681981248,-1
402,48252327,-1,230832125,1
403,1339835893,1,56212053,-1
404,1053236226,-1,873479503523315713,0
405,827856654951538689,1,,0
406,812135885328236551,-1,907087178,-1
407,2353605901,-1,830173882749325312,-1
408,172828753,1,16219502,1
409,18686907,1,925708624055488513,-1
410,132339474,1,720084846303817728,1
411,822901284655210497,-1,822925454470328320,-1
412,397052012,1,23225472,1
413,2316383071,1,720424925681438722,1
414,25073877,-1,825700331602337793,0
415,3819701,1,800298310816800769,1
416,3918098141,-1,850130990706151428,1
417,580224794,1,853665499191943172,-1
418,34371118,-1,80338659,1
419,311167475,1,,0
420,738080573365702657,1,17423554,1
421,18576537,-1,99969937,1
422,126014458,-1,,0
423,475454826,1,937404641918119936,-1
424,118845216,-1,135946635,1
425,42176166,1,432919695,0
426,2415053456,1,156233179,1
427,739895436043898881,1,95409978,1
428,14216661,1,1116014257,0
429,34001374,-1,3255452634,1
430,25073877,-1,18363962,1
431,42176166,1,2348906468,1
432,25073877,-1,771696786130042880,-1
433,132339474,1,709308904136646656,1
434,2256965582,-1,832740346794700800,1
435,895017068,1,980486999151923200,1
436,892469822575050754,-1,,0
437,9427572,-1,18026638,-1
438,1254645558,-1,745813593321418752,-1
439,816968884171325441,-1,846919596078743552,0
440,42703163,0,2272116546,1
441,829712720542830592,1,,0
442,1379418918,1,420587502,1
443,240107748,-1,135587074,1
444,2684865902,1,973429068027740165,1
445,22129280,1,,0
446,35218566,-1,2339161698,-1
447,4249826728,1,123771138,1
448,20818801,1,,0
449,4081106480,-1,925416142318874624,1
450,28587919,-1,2813812456,-1
451,27842754,1,540903074,1
452,11856892,1,888561468,1
453,24258355,1,709464284909199360,0
454,15922214,1,20484064,1
455,1367531,-1,247367303,-1
456,118845216,-1,539490937,0
457,2686106365,1,76938755,1
458,14173315,1,1851488912,0
459,131538331,-1,2661077215,-1
460,1917731,1,932661883630440449,-1
461,983749273308291072,1,17679507,1
462,3293406121,1,891048784532094976,-1
463,16129920,1,,0
464,133938408,1,2867028519,0
465,217708411,1,3168065509,1
466,2216210047,1,106937647,1
467,223970563,-1,711951772496093184,0
468,913416571548205057,-1,826829703076073472,0
469,2880885671,1,820988930829021184,1
470,23446740,1,838217012497252353,1
471,49622659,1,947546259178496001,0
472,426802833,1,241983890,1
473,818564412852367360,1,462050627,1
474,35218566,-1,15282471,1
475,1367531,-1,990043486807212032,-1
476,716813053,1,706708880521211904,1
477,29090846,-1,3932638161,-1
478,146644080,1,4705558004,1
479,3284112337,-1,789054295521890304,-1
480,534587730,-1,168729846,-1
481,65497475,1,3431705073,1
482,35218566,-1,204386965,1
483,171632862,-1,14471533,1
484,131538331,-1,,0
485,518991950,1,21567660,1
486,15484198,1,362151710,1
487,149273648,1,33953646,0
488,3284112337,-1,3322639724,-1
489,16953409,1,770449626,1
490,403647191,1,259046865,1
491,782620709977661440,-1,962948587,1
492,247981000,-1,155925554,-1
493,22129280,1,4910143816,-1
494,288363743,1,308045021,1
495,27075032,1,1532696282,1
496,23645988,1,19152339,1
497,841023932694171648,-1,872849888328826880,-1
498,2408127200,-1,736026823,1
499,37965812,-1,36473243,-1
500,23098409,1,978311183441670145,1
501,763935668284239872,-1,2400661205,-1
502,96336762,1,860167653259923456,1
503,275190051,1,244177754,1
504,414962189,1,2915158322,1
505,42176166,1,605636064,1
506,220412723,1,,0
507,237477771,1,2339161698,-1
508,3995778614,-1,720388840595329025,-1
509,98428164,1,966761848820453378,1
510,114870265,1,176087555,1
511,42176166,1,844188295412273152,1
512,2353605901,-1,16700601,1
513,64643056,1,1700634973,1
514,20537525,-1,268078800,-1
515,1046023987,-1,791825360908197888,-1
516,14190948,1,759871093452791809,-1
517,164554364,1,705441650076684288,1
518,25073877,-1,786590507287744513,1
519,215207998,1,3341915745,1
520,233949261,-1,218167595,0
521,15464697,1,1247756370,1
522,48459553,-1,3299935537,1
523,46775436,1,25045510,1
524,3267456386,-1,307897027,-1
525,3009028587,-1,33613357,-1
526,15464697,1,32921295,1
527,432557320,1,3318569847,0
528,879559946454654976,1,737269303486074881,1
529,716937519175233536,-1,977984156482359296,0
530,702250695265808384,1,1377950208,1
531,109025212,1,118567880,1
532,1339835893,1,23853692,1
533,486694111,1,97336110,-1
534,812135885328236551,-1,362085135,-1
535,287413569,1,811563425767813120,1
536,217543151,-1,16700601,1
537,18742360,1,310012724,-1
538,24506246,1,855431553907863552,1
539,224351791,1,2471871,-1
540,2432310906,1,895590626867068929,-1
541,18655359,1,838970880,1
542,27995424,-1,715217654575923201,1
543,14669951,-1,3310027153,-1
544,215207998,1,107589073,1
545,36746972,1,922575079,-1
546,48252327,-1,755688610259763200,1
547,26801518,1,48710714,-1
548,10774652,-1,3118083580,-1
549,118845216,-1,3369062063,-1
550,133938408,1,706554952156467200,1
551,46671396,1,183518281,1
552,342609242,1,932076672,0
553,940430173517811714,-1,266731539,-1
554,14247236,1,835282796906070016,0
555,800111181058838528,1,21497752,1
556,112526560,1,542723057,1
557,611986351,1,,0
558,432557320,1,,0
559,15416505,-1,289147160,1
560,45139191,-1,,0
561,274699227,-1,2546554567,1
562,274699227,-1,3310955642,-1
563,734168909553766405,-1,4876405220,-1
564,3284112337,-1,,0
565,303898942,1,,0
566,3260518932,-1,57759723,0
567,232901331,-1,2806474413,-1
568,19899980,1,2750318615,0
569,11856892,1,965212397664313344,0
570,16004747,-1,922631139369549824,0
571,714887575081607168,-1,4306318573,-1
572,64643056,1,,0
573,35218566,-1,,0
574,2180371,1,984125616449613834,1
575,428140124,1,252998438,0
576,155784594,1,324933475,1
577,917501529480765441,-1,1851322364,-1
578,2932942216,1,747952450707984384,0
579,26548841,0,303145438,-1
580,2959505489,1,1710983088,1
581,37666984,-1,2607703608,1
582,18856867,1,806214506263232514,-1
583,130557513,1,973900707626672129,1
584,335455570,1,3341950631,1
585,42176166,1,79828796,0
586,910253568397053952,1,2840320525,1
587,810619093749559296,1,899128992766283776,-1
588,131538331,-1,751407145359466496,-1
589,131538331,-1,360037865,1
590,15433452,1,775802865378029568,-1
591,205864193,1,3355657394,1
592,804605049859145728,1,,0
593,35218566,-1,366939848,0
594,888071044124344320,-1,2901060972,-1
595,48459553,-1,36502981,1
596,5392522,1,612030023,1
597,477864155,1,1954310454,1
598,8953122,1,767921409678987264,1
599,247981000,-1,918092594583932928,-1
600,35218566,-1,940776195599294465,1
601,47813521,1,56726017,1
602,288363743,1,2648724698,1
603,918274726363004928,-1,4851628037,-1
604,171606833,1,214708464,1
605,2319632756,1,759167747163054081,1
606,14669951,-1,406348956,-1
607,841023932694171648,-1,4790293764,-1
608,988573326376427520,-1,935832975823929344,0
609,51913011,-1,440464127,-1
610,195271137,-1,812072776718831616,-1
611,1661561491,-1,3167240643,-1
612,475454826,1,207638057,1
613,3284112337,-1,3819810854,-1
614,292929271,-1,16927315,-1
615,236487888,-1,,0
616,129235890,-1,1091216816,-1
617,455764741,-1,433738449,1
618,25073877,-1,4815348508,-1
619,111490230,1,331350122,1
620,,0,979837561634881536,1
621,85131054,1,,0
622,114870265,1,140665322,1
623,2237808535,1,711339879343349760,1
624,89820928,1,620188550,1
625,278145569,-1,937318077456199687,1
626,110396781,1,954441361696079872,1
627,1901209712,1,21117616,1
628,812135885328236551,-1,62350866,-1
629,63788826,-1,968584109596512261,-1
630,132339474,1,3312608930,1
631,807095,1,461664135,0
632,759251,1,384599314,-1
633,16164856,1,23707836,1
634,16548855,1,776846372825886720,-1
635,,0,779416021186797568,1
636,85131054,1,148976002,1
637,885545164101619712,-1,2415793986,-1
638,24506246,1,5603772,1
639,,0,372024942,1
640,16113700,1,761799487186735105,-1
641,123327472,1,139314078,1
642,817661098988019712,-1,831209852261109760,1
643,18742360,1,3035315280,-1
644,759251,1,826225046922211328,-1
645,18576537,-1,326142499,1
646,611986351,1,261109532,1
647,24506246,1,1064403108,1
648,19489239,1,721052997187473408,0
649,266635682,1,14932463,1
650,27716419,1,587939062,1
651,47361215,1,20263645,1
652,114870265,1,990930755780988929,1
653,432895323,-1,754694116659703808,1
654,2327400218,-1,,0
655,92408522,-1,,0
656,32443514,1,509934323,1
657,13850422,1,17013130,1
658,12612432,-1,45056461,1
659,25073877,-1,832103054694440960,0
660,17839398,1,959868384832839681,1
661,846439433872310273,1,220431587,1
662,232268199,1,947939622037925893,0
663,3284112337,-1,500589018,0
664,4303298356,1,2419910149,-1
665,1449423386,-1,571249889,0
666,126401831,1,44983352,1
667,,0,1098782046,1
668,92186819,1,,0
669,22771961,1,3372178235,-1
670,1367531,-1,1253097564,1
671,432557320,1,1855815326,1
672,38847885,1,4905618929,1
673,37535548,-1,960755586,-1
674,1674315427,-1,984259961780924416,0
675,25073877,-1,743450288376291332,1
676,47340859,1,2273788212,1
677,592730371,-1,1969241809,1
678,126629610,1,2189345281,0
679,48459553,-1,907656193283211264,-1
680,2784963250,-1,2339161698,-1
681,20973388,-1,156962105,1
682,432557320,1,221477190,1
683,131538331,-1,2188376708,1
684,28785486,1,1055907624,1
685,218975278,1,635318610,1
686,247981000,-1,912582331591823360,1
687,18956073,-1,302712875,1
688,820354372827758592,1,374789783,-1
689,42176166,1,258869223,1
690,247981000,-1,819646711689711617,1
691,167778891,-1,860665718,-1
692,4091551984,1,2393151230,1
693,7228682,-1,866740496,0
694,407464670,1,81892618,1
695,740109298357899264,1,947110763503800320,1
696,293131808,1,947939622037925893,0
697,302971361,1,292933161,1
698,1626294277,1,755829115,1
699,800086706678419456,-1,113488232,-1
700,3260518932,-1,588229029,1
701,48459553,-1,4817958794,1
702,35218566,-1,199796064,1
703,31127446,1,29283,1
704,397055388,1,310928830,0
705,335455570,1,711287276479754241,1
706,15063486,1,264359201,1
707,91882544,-1,760100403761573888,0
708,19580890,1,1277390226,1
709,16589206,1,831994656854536192,-1
710,35218566,-1,49109425,1
711,810619093749559296,1,,0
712,111216929,1,929780342147469312,1
713,126401831,1,44983352,1
714,14569869,1,351682026,1
715,26900055,-1,1027972254,-1
716,3362016513,-1,266731539,-1
717,47813521,1,1878544014,0
718,3131144855,1,835763551633567744,-1
719,23970102,-1,799226419029114880,-1
720,218597735,1,76799214,1
721,25073877,-1,798279240374317059,0
722,288363743,1,492397682,1
723,801962070,-1,3214466631,1
724,187796215,1,4824177916,0
725,15950681,1,792854706460749824,1
726,738080573365702657,1,3415543750,-1
727,2684865902,1,23603440,-1
728,33235771,1,318752245,-1
729,24382468,1,294902433,1
730,1651522832,1,743292399930093572,-1
731,89227121,1,2794668746,1
732,218975278,1,235350704,1
733,40505130,1,480900509,-1
734,759251,1,512402368,0
735,18320938,1,831641234720428034,-1
736,125375423,1,121905529,1
737,931286316,-1,3373472584,0
738,6724252,-1,21722318,1
739,800086706678419456,-1,48036425,-1
740,635608354,1,814331324,1
741,27699644,1,2408067523,1
742,375434404,-1,190589983,-1
743,202206694,-1,58443977,-1
744,375434404,-1,217598637,1
745,47438401,1,1106777071,1
746,114870265,1,15482138,1
747,266133081,-1,815719898,0
748,822215673812119553,-1,74768403,1
749,19726613,1,36095922,1
750,976969338,1,823252516662026244,1
751,25073877,-1,16066592,1
752,91882544,-1,,0
753,21027387,1,705534629,1
754,40996128,1,16988582,-1
755,15207668,1,819156506671124480,1
756,25073877,-1,864571693758644226,0
757,885835554776121344,1,518692321,-1
758,203132018,1,757733668861251585,-1
759,47633485,1,806976003083902976,1
760,8736882,1,384599314,-1
761,910492003359760384,1,733867009088311297,-1
762,812135885328236551,-1,817114947205283841,1
763,56961858,1,840115294286696448,1
764,51241574,1,764962305578786816,0
765,820354372827758592,1,1670258292,1
766,7429102,1,3461203584,-1
767,599844433,-1,217238658,-1
768,611986351,1,909815529900269568,1
769,820354372827758592,1,534255533,-1
770,810619093749559296,1,736744382288695296,-1
771,123327472,1,16082911,-1
772,1339835893,1,4216870275,1
773,19790638,-1,754316935643406337,-1
774,255340030,1,3122509544,1
775,532182714,-1,936945026525024258,0
776,2754300900,1,1332565908,1
777,759251,1,46776090,0
778,820354372827758592,1,966724809844559872,-1
779,807095,1,2984067723,1
780,938419883745869824,1,,0
781,22771961,1,890821533123330048,-1
782,31127446,1,66172538,1
783,14962957,-1,2538868502,1
784,6531902,1,787622978599194624,1
785,2219250032,-1,18457859,1
786,42447494,1,84576746,1
787,619400667,-1,1699829078,1
788,713839291210792960,1,4182255850,-1
789,738080573365702657,1,917412395777216519,1
790,954124423,-1,829388774140477441,1
791,16044997,1,831172800878637056,-1
792,19489239,1,165166741,0
793,36686040,1,,0
794,25073877,-1,1009994250,1
795,25320639,-1,950815002792898562,-1
796,64643056,1,2251196504,-1
797,910492003359760384,1,1120447400,-1
798,721093982042791936,1,992679305862770688,0
799,820378690920058880,1,1931084401,-1
800,2835451658,-1,938671448,-1
801,117810351,1,374653073,1
802,20583993,1,419078359,1
803,524621806,1,136655165,1
804,35218566,-1,344445895,1
805,592730371,-1,17157858,1
806,35218566,-1,210716640,1
807,335455570,1,414239235,1
808,800086706678419456,-1,20932641,-1
809,810619093749559296,1,24384002,1
810,131538331,-1,955184106429612032,0
811,2167347758,-1,4201620672,1
812,839864106140192770,-1,294248602,1
813,205864193,1,22929686,1
814,321589427,1,799425312,1
815,810619093749559296,1,905227912546103297,1
816,205864193,1,703301432498393088,1
817,17470695,1,4152366797,1
818,275322482,-1,912582331591823360,1
819,800086706678419456,-1,3948409287,-1
820,205864193,1,413952298,1
821,195826487,1,759358802,1
822,1375289149,1,120449708,1
823,810619093749559296,1,1699988293,1
824,55113967,1,829820566504882181,1
825,205864193,1,330721266,1
826,15484198,1,148627927,1
827,78523300,-1,797666551998447616,-1
828,3302113075,1,179221447,0
829,145383915,-1,43426166,1
830,166751745,-1,,0
831,15766082,1,34101992,1
832,92408522,-1,3911767461,-1
833,2316383071,1,558926722,1
834,114870265,1,52210789,1
835,820354372827758592,1,198623382,-1
836,822215673812119553,-1,821454811954487296,0
837,2730264319,-1,52230962,1
838,16002085,1,779767401671827456,1
839,813286,-1,37185226,-1
840,215207998,1,890970858117836800,1
841,268515988,-1,3013900495,0
842,249722522,-1,730199995257737216,-1
843,39308549,-1,479724576,1
844,70664947,1,77999169,1
845,19489239,1,60971636,1
846,25073877,-1,159302167,0
847,292929271,-1,974320919417106432,0
848,403647191,1,2314008787,1
849,812135885328236551,-1,50340695,-1
850,368481845,-1,988888509745385473,0
851,820378690920058880,1,759766076641206277,-1
852,167778891,-1,,0
853,19489239,1,172309095,1
854,19568591,1,294814556,1
855,4835593824,1,845267198696411138,-1
856,96832964,1,726252288562487296,0
857,19038934,1,141025455,0
858,360940947,-1,802692493321977857,0
859,3406938525,-1,763394245008982016,-1
860,292929271,-1,1486297692,-1
861,1322420269,1,544606531,1
862,19333738,1,959039318718402563,1
863,48459553,-1,598925796,-1
864,247981000,-1,2721974507,1
865,25073877,-1,2385367172,1
