,target_user,target_user_stance,response_user,response_user_stance
189,292929271,1,1040447646,-1
190,1305818593,-1,2334564724,-1
191,21829541,1,63784068,0
192,2966848055,1,1239610758,1
193,198251432,-1,3763737012,-1
194,865365986119008257,-1,706235418631499776,-1
195,91882544,1,2748582465,-1
196,292929271,1,814262234796830720,0
197,14511951,-1,237820029,-1
198,17494010,-1,372973767,1
199,926863126317948933,1,3536144002,-1
200,1216789842,-1,1396049863,1
201,223333602,1,24881397,0
202,292929271,1,493089377,0
203,1367531,1,710159739850596352,0
204,2804332645,-1,251444382,-1
205,2804332645,-1,14060292,-1
206,1335397489,-1,735172264178688000,-1
207,926863126317948933,1,1872353718,0
208,2804332645,-1,1206135140,0
209,21829541,1,2255642979,0
210,1335397489,-1,3528564074,-1
211,580224794,-1,37871949,0
212,25073877,1,2411349475,-1
213,2804332645,-1,807011596656463872,-1
214,1915033663,-1,2505766652,0
215,139499789,1,872720796,1
216,838457598303223808,-1,3059387009,1
217,942156122,-1,45922298,-1
218,246939630,-1,49564360,1
219,3284112337,1,4689978338,1
220,701725963,-1,270697158,1
221,428333,-1,,0
222,19166519,1,264483918,-1
223,26239721,-1,388909847,1
224,246939630,-1,316307066,1
225,21829541,1,890411769956585474,0
226,25073877,1,824648254545678337,0
227,21829541,1,21659297,0
228,857001662,1,121804666,-1
229,2347049341,-1,378031561,0
230,21829541,1,137812318,-1
231,7702542,1,387752000,-1
232,17642747,-1,350200848,1
233,1381088924,-1,826987219571396608,-1
234,91882544,1,768781141,0
235,21933047,-1,39133654,0
236,292929271,1,20701760,0
237,867947619661881344,1,406513179,-1
238,27995424,1,76003055,-1
239,13213122,-1,20181248,-1
240,34713362,-1,784977218875322369,0
241,356524234,1,782040668784832512,1
242,469194846,1,804358410519056385,1
243,2335542810,1,753751576632627200,1
244,50149303,1,420608979,0
245,317385247,1,782648718478548992,1
246,205864193,-1,404335124,0
247,205864193,-1,342844870,0
248,87818409,-1,1581378847,-1
249,8953122,-1,808768479872643081,0
250,23031094,-1,3133641954,0
251,816869611480186880,-1,737457743108313088,1
252,16076032,1,105453518,0
253,23769223,1,1732114914,1
254,23031094,-1,156872982,-1
255,18082945,-1,534858822,-1
256,917501529480765441,1,4852069546,-1
257,270921976,-1,,0
258,,0,245209133,-1
259,856991644134068224,1,750905187783544832,1
260,317385247,1,741306513181057025,-1
261,25073877,1,3352476887,-1
262,1638200940,0,2371420848,-1
263,4429003533,-1,229164205,-1
264,2316383071,-1,27384304,-1
265,812135885328236551,1,80734453,1
266,1335397489,-1,34643610,-1
267,7702542,1,2931901110,-1
268,2804332645,-1,3921342448,-1
269,2804332645,-1,1433961415,-1
270,26239721,-1,,0
271,2804332645,-1,757733668861251585,1
272,133938408,-1,844327750135615488,1
273,14173315,-1,438011665,-1
274,701725963,-1,1040332158,1
275,2510362008,1,864139111,1
276,15554072,-1,778383193460269056,-1
277,701725963,-1,,0
278,232901331,1,910119351537324032,-1
279,21829541,1,967972551212204033,-1
280,21829541,1,23139023,-1
281,55961019,-1,710636874008825856,0
282,132339474,-1,21048844,1
283,954196418855612416,1,486994022,1
284,132339474,-1,834531191835488263,-1
285,766393840634884097,1,884474473088507904,1
286,58007320,1,798716586454609920,1
287,762389795037294592,-1,966342369846145025,-1
288,21829541,1,1380952124,-1
289,14344823,1,809915001473499136,0
290,806862084277407744,1,779411208482848768,0
291,23798694,1,341196634,1
292,15012486,-1,,0
293,15513604,1,977718433923047425,1
294,32626129,1,385695632,1
295,5988062,-1,931041203356708864,0
296,179732982,-1,,0
297,34713362,-1,878429052671078401,-1
298,601535938,1,6124022,1
299,87818409,-1,975273232432599040,0
300,195826487,-1,842365333,-1
301,2467720274,-1,854908276512702464,-1
302,590211920,1,2684396141,-1
303,26822709,-1,901847484074299392,-1
304,213795411,1,527970373,0
305,87818409,-1,303276044,0
306,138809881,1,946454061884129280,-1
307,604940737,-1,199462124,0
308,6393032,1,221084421,0
309,419520517,-1,,0
310,736959136164806657,1,3080343504,-1
311,736959136164806657,1,56792355,-1
312,,0,,0
313,133938408,-1,3846363435,-1
314,972089346,1,727800899813449732,-1
315,961792879713644544,-1,499723063,1
316,2887465954,1,,0
317,,0,,0
318,18200549,-1,2685988663,0
319,604940737,-1,829315686,0
320,251918778,-1,579474545,-1
321,874636442290577410,1,905223877164392449,0
322,415773425,-1,1942599176,-1
323,964032914626359296,-1,718398360,-1
324,2164134732,1,,0
325,815708250217840640,-1,1959524407,-1
326,236487888,1,1023359430,1
327,2804332645,-1,3327112373,-1
328,1917731,-1,796951261618774016,0
329,380291284,-1,29305962,-1
330,941080085121175552,-1,955493473859272705,0
331,126755086,-1,943278866507976704,1
332,16012783,-1,798237360987242496,0
333,21829541,1,874813405,-1
334,2596413645,1,3322639724,1
335,25073877,1,975339317273874432,-1
336,7702542,1,899097883,-1
337,21462959,-1,306503091,0
338,292929271,1,745705018066616320,0
339,8953122,-1,709122944,0
340,21829541,1,3349546750,-1
341,292929271,1,929430463,1
342,275276082,1,41154742,1
343,781249885509066753,1,400707283,1
344,256360738,1,4581001636,-1
345,3949049181,1,1200345432,1
346,3250141399,1,2951042889,0
347,3297022953,1,813430316,1
348,759251,-1,259563563,-1
349,17980523,1,703372592800014336,1
350,25073877,1,971944086256144384,0
351,147725246,1,829467819179900933,-1
352,15455253,1,18783133,-1
353,1615420753,1,2659479398,0
354,34116023,1,18149714,0
355,,0,16076032,1
356,604940737,-1,829030931558133760,1
357,382685028,-1,380767025,-1
358,21316253,-1,1206091106,-1
359,3819701,1,918883056647360513,1
360,247981000,1,823348400460480514,0
361,380285402,-1,761972408022597633,1
362,19516513,-1,384852760,-1
363,56413858,1,896822069069008897,0
364,216881337,1,590211920,1
365,17564591,1,17346158,-1
366,817661098988019712,1,829488827463000064,1
367,443304640,-1,953656169578598400,-1
368,25073877,1,887263798251458560,1
369,,0,956759468993265664,-1
370,964032914626359296,-1,734943156,-1
371,14435027,-1,726489448662228993,0
372,270921976,-1,935939642716692481,-1
373,,0,15391466,-1
374,884249755152519168,1,874827085285642240,-1
375,19032473,-1,531664528,-1
376,246939630,-1,363259494,-1
377,19568591,-1,21127476,-1
378,16244449,-1,16075047,-1
379,17907987,-1,2357433948,-1
380,1721163391,-1,885716186314416128,-1
381,810619093749559296,-1,2252174142,1
382,477864155,1,4118841201,-1
383,756572537136353282,-1,803252779204640768,0
384,26822709,-1,15863602,-1
385,843571300098625537,-1,393844737,1
386,,0,2334144626,-1
387,851109577877839873,-1,831161169410932736,-1
388,1216789842,-1,3545356334,-1
389,3187848737,-1,2242566451,-1
390,817661098988019712,1,786186679786676224,1
391,2804332645,-1,4859363242,-1
392,817661098988019712,1,914968570735595521,1
393,18071459,-1,822444348977463296,-1
394,2359537176,-1,1345758930,-1
395,288363743,-1,802898395794997250,-1
396,862493306382626818,1,299326712,0
397,17980523,1,425108928,-1
398,1367456600,-1,1414032152,-1
399,701725963,-1,1362397387,1
400,16948493,-1,17223539,0
401,,0,16997504,1
402,806862084277407744,1,,0
403,21829541,1,836344058062782465,0
404,823638938590085124,1,132549610,0
405,25073877,1,902889763333603328,1
406,2804332645,-1,856732580,-1
407,,0,36423383,-1
408,1367456600,-1,2973998729,-1
409,14662354,1,830537698993664001,0
410,21829541,1,820506677816344578,-1
411,16164636,-1,14792263,-1
412,785649571787444225,1,2346195950,1
413,21829541,1,20099927,1
414,18805644,-1,199461449,-1
415,966144290857607168,1,74806059,-1
416,1548756205,-1,15710000,1
417,838457598303223808,-1,373402459,-1
418,7702542,1,36796214,-1
419,20243128,1,261721090,-1
420,810619093749559296,-1,967946580404920320,-1
421,964032914626359296,-1,1223520986,-1
422,34383891,-1,801241407419781120,-1
423,19091173,1,967652688367423488,-1
424,17564591,1,784899405799313408,-1
425,236487888,1,93533268,1
426,7702542,1,2352438733,-1
427,21829541,1,1710316669,-1
428,785649571787444225,1,941032022956527616,0
429,21829541,1,4198058764,0
430,21829541,1,2758342215,-1
431,21829541,1,2980817742,-1
432,21829541,1,979450399672352768,0
433,21829541,1,49044310,1
434,21829541,1,381054502,-1
435,21829541,1,2376371028,-1
436,64643056,-1,913875313406337024,1
437,88784440,-1,,0
438,21829541,1,21656824,0
439,21829541,1,2841294098,1
440,21829541,1,193509475,-1
441,21829541,1,2342342148,-1
442,21829541,1,22257296,1
443,25073877,1,820725130338844673,0
444,21829541,1,1314440233,-1
445,7702542,1,750102952530972673,-1
446,21829541,1,2373960800,0
447,246939630,-1,837116065087795201,0
448,292929271,1,822190547469275137,1
449,1317129865,-1,977876877883867138,0
450,116048117,-1,1580562060,0
451,17642747,-1,825884960112324611,-1
452,715496304777015296,1,3009689501,-1
453,17879692,-1,574969662,-1
454,493714995,-1,14164972,-1
455,21829541,1,805152063281831936,1
456,21667514,-1,50643744,-1
457,87818409,-1,912187569961611264,-1
458,904782144324722691,1,726647448186281984,-1
459,60912576,-1,4019547388,-1
460,16155881,1,48262996,0
461,9763482,-1,18086309,-1
462,21547139,-1,34800994,0
463,87818409,-1,277915571,-1
464,213795411,1,3078574250,0
465,78094182,1,1634149760,0
466,23031094,-1,19664800,0
467,14662354,1,3386124045,0
468,16076032,1,1629417398,-1
469,289998339,-1,902573553689735170,1
470,327622609,-1,103690166,0
471,604940737,-1,182901183,0
472,87818409,-1,611097999,0
473,87818409,-1,1127858498,0
474,15952856,-1,62832067,0
475,2353605901,1,91126711,1
476,21829541,1,24617512,-1
477,708471306702823424,1,841619472318418945,-1
478,65497475,-1,369188824,-1
479,885361,1,248358917,-1
480,1381088924,-1,626201423,1
481,2804332645,-1,227075375,1
482,949023014347268096,1,3328710073,1
483,829712720542830592,-1,2324917394,-1
484,17564591,1,327445876,-1
485,2841714842,1,508201076,-1
486,701725963,-1,964085363953213440,-1
487,22187085,-1,2800257844,-1
488,791077327,-1,975153879573843968,0
489,415773425,-1,796913407383523328,-1
490,701725963,-1,3866636058,0
491,77015676,1,883737164206493698,1
492,21829541,1,297031788,0
493,46808996,1,804660055878631424,1
494,30726383,-1,17130616,-1
495,785649571787444225,1,933714566470619136,-1
496,1381088924,-1,356633803,1
497,21829541,1,927380674432049152,0
498,13493302,-1,3040228738,0
499,21829541,1,759173398538940417,0
500,21829541,1,151635845,-1
501,264361128,1,2319985382,1
502,2699143866,1,968518766098354177,1
503,21829541,1,109602598,0
504,17564591,1,98750621,-1
505,731132367058968576,-1,862238681272385536,0
506,601535938,1,42389523,0
507,834370586,-1,3226963611,0
508,753774780759826433,1,704353869795606528,-1
509,288363743,-1,52332495,-1
510,1375289149,-1,2564330263,0
511,288363743,-1,460660731,0
512,3331634031,-1,824659817201618945,0
513,3250141399,1,947912443942047744,1
514,180107694,-1,4746084922,0
515,25073877,1,17018594,-1
516,601535938,1,15863347,-1
517,601535938,1,286012184,0
518,845316320900108288,-1,781013123251707904,-1
519,14435027,-1,4877208435,-1
520,87818409,-1,901940837696888837,0
521,4042953262,1,43984651,0
522,37590426,-1,259500938,-1
523,604940737,-1,17922476,0
524,885203193034153984,-1,761566897955418112,-1
525,180107694,-1,1074958478,0
526,289342771,-1,134608239,0
527,403647191,1,350296113,-1
528,865683658450980864,-1,946755478725545984,0
529,2713436588,-1,723537344754798592,1
530,2804332645,-1,25550187,1
531,1216789842,-1,134252261,-1
532,2804332645,-1,260889364,-1
533,791062131512709120,1,47808357,1
534,817661098988019712,1,944002709732110337,1
535,313058825,-1,735528193210363904,-1
536,69004966,-1,19582503,-1
537,14435027,-1,579419881,-1
538,1367531,1,1135218048,-1
539,14280299,-1,35331412,0
540,16190478,1,4265996255,-1
541,711012849212981248,-1,29409786,-1
542,25073877,1,804159700686241793,0
543,2804332645,-1,196850893,1
544,16193222,1,1611753109,1
545,4766842022,-1,49804173,1
546,590211920,1,215657687,1
547,885361,1,728320930657767424,-1
548,32871086,-1,144635682,-1
549,16686144,-1,4828189779,1
550,18791763,-1,529627026,-1
551,14874480,1,1345755055,1
552,15513604,1,253232223,-1
553,964032914626359296,-1,126372627,1
554,237403203,1,2943574418,0
555,888650520,-1,64014731,-1
556,13493302,-1,3022469442,1
557,27995424,1,724400269946159104,1
558,27995424,1,954498812617412611,0
559,867947619661881344,1,175830727,1
560,3039781324,-1,240802366,0
561,1367531,1,247143151,0
562,14216661,-1,2802914011,-1
563,17364806,1,958760532919701505,1
564,1375289149,-1,978730698348597249,-1
565,2804332645,-1,185362940,-1
566,26239721,-1,3103716602,-1
567,839300788702875649,-1,813828182,-1
568,32871086,-1,2473105433,-1
569,246939630,-1,96646971,-1
570,236487888,1,47528468,0
571,114557610,1,891585048,-1
572,25073877,1,4118841201,-1
573,17564591,1,823436826727895044,1
574,21829541,1,2546892621,-1
575,2353605901,1,18082945,-1
576,17018594,-1,75346044,0
577,14629315,-1,403534097,0
578,16076032,1,2786586083,0
579,580224794,-1,31365396,1
580,457984599,-1,938152602935726081,1
581,246939630,-1,415304375,-1
582,601535938,1,924200250956484608,1
583,87818409,-1,2929261335,0
584,18548221,1,1611980570,0
585,449600949,-1,950833017710370816,0
586,21829541,1,932437808907804674,0
587,1887375954,-1,4716214314,0
588,289342771,-1,19802381,0
589,14216661,-1,915987777447124992,0
590,83638901,-1,16190478,1
591,227837742,-1,2666001178,1
592,2936420938,-1,1001445901,1
593,2804332645,-1,326640388,1
594,18874870,0,18874870,0
595,397524351,-1,243044868,-1
596,18082945,-1,3239025310,-1
597,270921976,-1,2778447961,-1
598,2836421,-1,1090927752,0
599,50669520,-1,1412519298,0
600,13218102,-1,977346339586691072,-1
601,3260518932,-1,822977395112181761,0
602,1367456600,-1,3012342029,1
603,3333055535,-1,3347047300,1
604,965231053119148032,-1,20297126,-1
605,1367456600,-1,2260128698,1
606,32626129,1,795705200778428416,-1
607,166751745,1,155257916,-1
608,829712720542830592,-1,2603633917,0
609,292929271,1,2252722879,0
610,19568591,-1,2959039741,0
611,42562446,1,964002693084778497,0
612,964032914626359296,-1,844958585071243264,-1
613,114557610,1,963512830979960835,0
614,372348537,-1,2292721609,0
615,388543577,1,916075377616879616,0
616,180107694,-1,553203747,-1
617,205864193,-1,110907446,-1
618,18082945,-1,31236543,-1
619,215207998,-1,330632890,-1
620,205864193,-1,785964755450146816,0
621,87818409,-1,827073565769887744,0
622,822510151642923009,1,966725522922156032,1
623,205864193,-1,923648574713487362,-1
624,180107694,-1,122579025,-1
625,32443514,-1,56308226,1
626,205864193,-1,332904537,0
627,289998339,-1,42314272,0
628,3250141399,1,,0
629,760963385320026112,1,5658202,1
630,75634738,-1,627634032,1
631,275276082,1,2973408965,0
632,867947619661881344,1,2806616612,0
633,807095,-1,738045835041083392,-1
634,18082945,-1,579419881,-1
635,1615420753,1,602223044,0
636,15455253,1,978348040552701952,0
637,,0,,0
638,5392522,-1,192046061,-1
639,3215909025,1,938619383626133504,-1
640,1561077758,1,2455587853,-1
641,15433452,-1,,0
642,18082945,-1,337350730,0
643,18538833,-1,248836405,-1
644,1147086920,1,2152150736,0
645,759251,-1,1602756109,0
646,840502412842541056,-1,902049132,-1
647,28614262,1,972946585280638976,0
648,964032914626359296,-1,845634435944976384,-1
649,2347049341,-1,1568057076,-1
650,87818409,-1,3260932525,-1
651,23769223,1,441427429,0
652,15249629,-1,291697218,-1
653,16193222,1,421534824,0
654,270921976,-1,468902802,-1
655,205864193,-1,1689938916,0
656,4797361833,1,22631831,1
657,321774180,-1,265097429,-1
658,817382752731463680,1,1961302430,1
659,23655688,-1,791103928758837249,0
660,86231642,-1,1594801968,1
661,245441097,-1,3163994612,1
662,807095,-1,1602756109,0
663,786230298,-1,785919572327014400,1
664,2804332645,-1,36393410,-1
665,76976814,-1,,0
666,2804332645,-1,251864562,1
667,232108392,1,860922594828144640,1
668,,0,837079331583164416,1
669,29223072,-1,822493348111912960,-1
670,17907987,-1,145862955,-1
671,867947619661881344,1,2763007723,1
672,93992192,-1,1095576307,0
673,120935923,1,705552616315494400,1
674,215207998,-1,3320131660,-1
675,17642747,-1,15548635,-1
676,3250141399,1,73495868,1
677,2347049341,-1,170073051,0
678,50666280,-1,11184122,0
679,180107694,-1,354143143,-1
680,518254771,-1,20778886,-1
681,205864193,-1,823957681497108480,0
682,205864193,-1,20704087,0
683,16193222,1,1363049263,0
684,180107694,-1,831518726,0
685,810619093749559296,-1,880921223407968256,-1
686,829914268246093824,-1,891133440657022976,-1
687,130496027,-1,53779619,0
688,817661098988019712,1,754036877854904320,0
689,25101996,1,964521730759786496,0
690,88650307,-1,3341845949,0
691,3836805796,1,882746427658575872,1
692,7702542,1,190905001,-1
693,732515283902943232,-1,889897036337758208,1
694,890387589299134465,1,43126070,0
695,16193222,1,348502830,0
696,15455253,1,822836629429714944,0
697,14515799,-1,1429194847,0
698,16193222,1,953414192832200704,0
699,409658798,1,51975881,-1
700,3250141399,1,950917798338822144,0
701,704391334128394240,1,4870816933,0
702,246939630,-1,73170178,-1
703,30726383,-1,43728194,1
704,1381088924,-1,218526734,1
705,17907987,-1,15482138,-1
706,812135885328236551,1,4452970300,1
707,15923226,-1,964936142893322244,0
708,14085040,-1,709378458112172032,0
709,5988062,-1,973166192096698368,-1
710,2347049341,-1,104228515,0
711,3949049181,1,829230743155007488,1
712,798953701972938752,-1,2381919213,-1
713,87818409,-1,24195943,0
714,205864193,-1,17198199,0
715,180107694,-1,244956385,-1
716,33489742,-1,959930898597560320,0
